Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2024-08-17,pago renta mensual,Expense,26.97,Rent,pago renta mensual,pago renta mensual (Rent)
2024-08-17,libros de texto 5,Expense,95.92,Education,libros de texto 5,libros de texto 5 (Education)
2024-08-18,oxxo comida rapida,Expense,108.18,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-08-18,mcdonalds burger,Expense,176.18,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-08-18,gimnasio membresia 78,Expense,230.66,Subscriptions,gimnasio membresia 78,gimnasio membresia 78 (Subscriptions)
2024-08-19,consulta medico,Expense,172.59,Health,consulta medico,consulta medico (Health)
2024-08-19,cafeteria la pausa,Expense,39.86,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-08-20,pago renta mensual,Expense,279.73,Rent,pago renta mensual,pago renta mensual (Rent)
2024-08-20,supermercado la esquina,Expense,83.48,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-08-20,cfe recibo luz,Expense,26.12,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-08-21,deposito nomina mensual,Income,491.22,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-08-22,consulta medico,Expense,164.15,Health,consulta medico,consulta medico (Health)
2024-08-22,bono de fin de año,Income,1773.55,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-08-22,seguro de gastos medicos,Expense,76.88,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-08-23,farmacia benavides 44,Expense,171.4,Health,farmacia benavides 44,farmacia benavides 44 (Health)
2024-08-23,pago cliente proyecto,Income,521.5,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-08-23,supermercado la esquina,Expense,274.73,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-08-24,ropa de marca,Expense,68.28,Shopping,ropa de marca,ropa de marca (Shopping)
2024-08-25,alquiler coche,Expense,172.52,Travel,alquiler coche,alquiler coche (Travel)
2024-08-26,hotel la playa 6,Expense,123.41,Travel,hotel la playa 6,hotel la playa 6 (Travel)
2024-08-26,oxxo comida rapida,Expense,218.23,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-08-26,mcdonalds burger,Expense,218.36,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-08-27,ropa de marca 27,Expense,181.28,Shopping,ropa de marca 27,ropa de marca 27 (Shopping)
2024-08-27,spa masaje 26,Expense,263.33,Personal Care,spa masaje 26,spa masaje 26 (Personal Care)
2024-08-28,deposito nomina mensual,Income,1813.63,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-08-28,dividendo acciones,Income,375.86,Investment,dividendo acciones,dividendo acciones (Investment)
2024-08-29,gimnasio membresia,Expense,187.83,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-08-30,recarga mi transporte,Expense,90.79,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-08-31,uber viaje,Expense,78.03,Transport,uber viaje,uber viaje (Transport)
2024-09-01,cineplex boletos,Expense,94.53,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-09-01,tienda de abarrotes,Expense,230.62,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-09-02,restaurante italiano,Expense,91.44,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-09-02,mcdonalds burger,Expense,166.31,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-09-03,dividendo acciones,Income,1834.11,Investment,dividendo acciones,dividendo acciones (Investment)
2024-09-03,pago renta mensual,Expense,127.58,Rent,pago renta mensual,pago renta mensual (Rent)
2024-09-03,pago cliente proyecto,Income,542.1,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-09-04,videojuego steam,Expense,179.1,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-09-04,netflix premium,Expense,195.58,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-09-05,agua y drenaje,Expense,71.77,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-09-06,spotify ab by adyen,Expense,286.24,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-09-07,pago renta mensual,Expense,251.06,Rent,pago renta mensual,pago renta mensual (Rent)
2024-09-07,netflix premium,Expense,268.31,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-09-07,cafeteria la pausa,Expense,155.26,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-09-08,reembolso compra,Income,1355.0,Refund,reembolso compra,reembolso compra (Refund)
2024-09-09,mcdonalds burger,Expense,182.93,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-09-10,cineplex boletos,Expense,191.29,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-09-11,alquiler coche 36,Expense,9.57,Travel,alquiler coche 36,alquiler coche 36 (Travel)
2024-09-11,seguro de gastos medicos,Expense,38.47,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-09-11,peluqueria corte 18,Expense,32.52,Personal Care,peluqueria corte 18,peluqueria corte 18 (Personal Care)
2024-09-12,cafeteria la pausa,Expense,25.99,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-09-12,spotify ab by adyen,Expense,170.75,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-09-13,telmex internet,Expense,257.84,Utilities,telmex internet,telmex internet (Utilities)
2024-09-14,mcdonalds burger,Expense,37.75,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-09-14,agua y drenaje 41,Expense,287.62,Utilities,agua y drenaje 41,agua y drenaje 41 (Utilities)
2024-09-15,walmart compra semanal,Expense,81.42,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-09-16,amazon compra online,Expense,85.85,Shopping,amazon compra online,amazon compra online (Shopping)
2024-09-16,spa masaje,Expense,27.8,Personal Care,spa masaje,spa masaje (Personal Care)
2024-09-17,amazon compra online,Expense,42.04,Shopping,amazon compra online,amazon compra online (Shopping)
2024-09-17,uber viaje,Expense,121.11,Transport,uber viaje,uber viaje (Transport)
2024-09-17,restaurante italiano,Expense,207.94,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-09-18,consulta medico,Expense,163.51,Health,consulta medico,consulta medico (Health)
2024-09-19,cafeteria la pausa,Expense,272.55,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-09-19,cfe recibo luz,Expense,240.74,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-09-19,peluqueria corte,Expense,36.67,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-09-20,spotify ab by adyen,Expense,188.78,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-09-20,bono de fin de año,Income,1719.45,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-09-21,alquiler coche,Expense,88.96,Travel,alquiler coche,alquiler coche (Travel)
2024-09-21,spotify ab by adyen,Expense,102.07,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-09-22,taxi de noche 63,Expense,56.34,Transport,taxi de noche 63,taxi de noche 63 (Transport)
2024-09-22,pago renta mensual 33,Expense,158.24,Rent,pago renta mensual 33,pago renta mensual 33 (Rent)
2024-09-23,gasolinera magna,Expense,108.9,Transport,gasolinera magna,gasolinera magna (Transport)
2024-09-24,peluqueria corte,Expense,69.29,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-09-24,pago renta mensual,Expense,243.24,Rent,pago renta mensual,pago renta mensual (Rent)
2024-09-24,recarga mi transporte,Expense,125.02,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-09-25,tienda de abarrotes,Expense,23.24,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-09-25,tienda de abarrotes,Expense,19.6,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-09-26,uber viaje,Expense,150.94,Transport,uber viaje,uber viaje (Transport)
2024-09-26,agua y drenaje,Expense,202.69,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-09-27,gasolinera magna,Expense,142.06,Transport,gasolinera magna,gasolinera magna (Transport)
2024-09-27,agua y drenaje 89,Expense,91.53,Utilities,agua y drenaje 89,agua y drenaje 89 (Utilities)
2024-09-27,amazon compra online 78,Expense,177.75,Shopping,amazon compra online 78,amazon compra online 78 (Shopping)
2024-09-28,consulta medico,Expense,25.66,Health,consulta medico,consulta medico (Health)
2024-09-28,videojuego steam,Expense,170.02,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-09-28,alquiler coche,Expense,111.22,Travel,alquiler coche,alquiler coche (Travel)
2024-09-29,vuelo aeromexico,Expense,163.06,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-09-29,seguro de gastos medicos,Expense,200.62,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-09-29,vuelo aeromexico,Expense,175.54,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-09-30,spotify ab by adyen 25,Expense,168.0,Subscriptions,spotify ab by adyen 25,spotify ab by adyen 25 (Subscriptions)
2024-09-30,gimnasio membresia,Expense,165.17,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-10-01,walmart compra semanal 48,Expense,182.48,Groceries,walmart compra semanal 48,walmart compra semanal 48 (Groceries)
2024-10-01,mcdonalds burger,Expense,45.53,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-10-01,walmart compra semanal,Expense,14.16,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-10-02,regalo de cumpleaños,Income,378.11,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-10-02,bono de fin de año,Income,228.62,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-10-02,walmart compra semanal,Expense,45.27,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-10-03,recarga mi transporte,Expense,136.64,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-10-03,libros de texto,Expense,97.54,Education,libros de texto,libros de texto (Education)
2024-10-04,dividendo acciones,Income,586.34,Investment,dividendo acciones,dividendo acciones (Investment)
2024-10-04,walmart compra semanal,Expense,213.26,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-10-04,taxi de noche 16,Expense,262.3,Transport,taxi de noche 16,taxi de noche 16 (Transport)
2024-10-05,reembolso compra,Income,1895.37,Refund,reembolso compra,reembolso compra (Refund)
2024-10-05,peluqueria corte,Expense,249.35,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-10-06,gimnasio membresia,Expense,147.61,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-10-06,recarga mi transporte,Expense,241.57,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-10-07,deposito nomina mensual,Income,1560.25,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-10-07,recarga mi transporte,Expense,231.77,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-10-08,amazon compra online 35,Expense,205.21,Shopping,amazon compra online 35,amazon compra online 35 (Shopping)
2024-10-09,restaurante italiano,Expense,195.66,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-10-09,telmex internet,Expense,60.97,Utilities,telmex internet,telmex internet (Utilities)
2024-10-10,gasolinera magna,Expense,256.21,Transport,gasolinera magna,gasolinera magna (Transport)
2024-10-10,consulta medico,Expense,113.58,Health,consulta medico,consulta medico (Health)
2024-10-10,gasolinera magna 93,Expense,204.25,Transport,gasolinera magna 93,gasolinera magna 93 (Transport)
2024-10-11,regalo de cumpleaños,Income,1696.85,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-10-11,agua y drenaje,Expense,230.41,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-10-11,amazon compra online,Expense,294.45,Shopping,amazon compra online,amazon compra online (Shopping)
2024-10-12,hotel la playa 70,Expense,63.59,Travel,hotel la playa 70,hotel la playa 70 (Travel)
2024-10-13,reembolso compra,Income,1641.72,Refund,reembolso compra,reembolso compra (Refund)
2024-10-13,farmacia benavides,Expense,27.89,Health,farmacia benavides,farmacia benavides (Health)
2024-10-13,telmex internet,Expense,79.93,Utilities,telmex internet,telmex internet (Utilities)
2024-10-14,spotify ab by adyen,Expense,78.03,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-10-14,dividendo acciones,Income,929.75,Investment,dividendo acciones,dividendo acciones (Investment)
2024-10-14,deposito nomina mensual,Income,1916.06,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-10-15,pago renta mensual,Expense,99.9,Rent,pago renta mensual,pago renta mensual (Rent)
2024-10-15,hotel la playa,Expense,53.94,Travel,hotel la playa,hotel la playa (Travel)
2024-10-16,alquiler coche,Expense,237.45,Travel,alquiler coche,alquiler coche (Travel)
2024-10-16,colegiatura universidad,Expense,254.13,Education,colegiatura universidad,colegiatura universidad (Education)
2024-10-17,regalo de cumpleaños,Income,956.8,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-10-18,spotify ab by adyen,Expense,53.37,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-10-19,reembolso compra,Income,821.02,Refund,reembolso compra,reembolso compra (Refund)
2024-10-19,vuelo aeromexico 17,Expense,5.46,Travel,vuelo aeromexico 17,vuelo aeromexico 17 (Travel)
2024-10-19,amazon compra online,Expense,43.19,Shopping,amazon compra online,amazon compra online (Shopping)
2024-10-20,agua y drenaje 7,Expense,271.84,Utilities,agua y drenaje 7,agua y drenaje 7 (Utilities)
2024-10-21,vuelo aeromexico,Expense,110.68,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-10-21,cineplex boletos 79,Expense,299.08,Entertainment,cineplex boletos 79,cineplex boletos 79 (Entertainment)
2024-10-22,spa masaje,Expense,114.77,Personal Care,spa masaje,spa masaje (Personal Care)
2024-10-22,reembolso compra 7,Income,1558.44,Refund,reembolso compra 7,reembolso compra 7 (Refund)
2024-10-22,deposito nomina mensual,Income,1612.78,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-10-23,electronicos gadget 79,Expense,53.5,Shopping,electronicos gadget 79,electronicos gadget 79 (Shopping)
2024-10-23,gimnasio membresia 58,Expense,26.71,Subscriptions,gimnasio membresia 58,gimnasio membresia 58 (Subscriptions)
2024-10-24,amazon compra online,Expense,285.92,Shopping,amazon compra online,amazon compra online (Shopping)
2024-10-24,cafeteria la pausa,Expense,241.8,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-10-25,uber viaje,Expense,249.75,Transport,uber viaje,uber viaje (Transport)
2024-10-26,telmex internet,Expense,121.55,Utilities,telmex internet,telmex internet (Utilities)
2024-10-27,cafeteria la pausa,Expense,287.06,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-10-27,amazon compra online 54,Expense,232.15,Shopping,amazon compra online 54,amazon compra online 54 (Shopping)
2024-10-28,peluqueria corte,Expense,185.93,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-10-29,deposito nomina mensual,Income,1855.87,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-10-29,recarga mi transporte,Expense,152.6,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-10-30,mcdonalds burger,Expense,23.04,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-10-31,amazon compra online,Expense,223.26,Shopping,amazon compra online,amazon compra online (Shopping)
2024-11-01,cfe recibo luz,Expense,62.08,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-11-02,cafeteria la pausa 49,Expense,94.18,Dining Out,cafeteria la pausa 49,cafeteria la pausa 49 (Dining Out)
2024-11-03,deposito nomina mensual,Income,400.6,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-11-04,recarga mi transporte,Expense,248.39,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-11-04,pago renta mensual,Expense,8.55,Rent,pago renta mensual,pago renta mensual (Rent)
2024-11-05,oxxo comida rapida,Expense,236.31,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-11-05,electronicos gadget,Expense,222.55,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-11-06,colegiatura universidad,Expense,19.54,Education,colegiatura universidad,colegiatura universidad (Education)
2024-11-07,cineplex boletos,Expense,172.61,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-11-07,cineplex boletos 45,Expense,177.17,Entertainment,cineplex boletos 45,cineplex boletos 45 (Entertainment)
2024-11-07,walmart compra semanal,Expense,86.33,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-11-08,cfe recibo luz,Expense,16.8,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
